file_path,task,method_name,metric_name,metric_value,modality_setting,is_ours,is_ori_xfi_baseline,is_superteacher_exploration,supports_which_contribution,can_be_used_in_main_paper,issue_or_risk
E:\Deskbook\Tea\HAR\outputs\eval\student_vk_cross_subject_all_combinations.csv,missing_modality,student_vk_cross_subject_all_combinations,acc,0.9171810699588477,vk+depth+lidar,True,False,False,C1_privacy_vk;C2_missing_robustness;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HAR\outputs\eval\student_vk_cross_subject_all_combinations.csv,missing_modality,student_vk_cross_subject_all_combinations,macro_f1,0.9163922972447975,vk+depth+lidar,True,False,False,C1_privacy_vk;C2_missing_robustness;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HAR\outputs\eval\student_vk_cross_subject_all_combinations.csv,missing_modality,student_vk_cross_subject_all_combinations,params,8606392.0,vk+depth+lidar,True,False,False,C1_privacy_vk;C2_missing_robustness;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HAR\outputs\eval\student_vk_cross_subject_all_combinations.csv,missing_modality,student_vk_cross_subject_all_combinations,loss,0.3678709039962598,vk+depth+mmwave,True,False,False,C1_privacy_vk;C2_missing_robustness;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HAR\outputs\eval\student_vk_cross_subject_all_combinations.csv,missing_modality,student_vk_cross_subject_all_combinations,acc,0.9609832896869934,vk+depth+mmwave,True,False,False,C1_privacy_vk;C2_missing_robustness;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HAR\outputs\eval\student_vk_cross_subject_all_combinations.csv,missing_modality,student_vk_cross_subject_all_combinations,macro_f1,0.9607359245301637,vk+depth+mmwave,True,False,False,C1_privacy_vk;C2_missing_robustness;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HAR\outputs\eval\student_vk_cross_subject_all_combinations.csv,missing_modality,student_vk_cross_subject_all_combinations,params,8606392.0,vk+depth+mmwave,True,False,False,C1_privacy_vk;C2_missing_robustness;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HAR\outputs\eval\student_vk_cross_subject_all_combinations.csv,missing_modality,student_vk_cross_subject_all_combinations,loss,0.44812175494419326,vk+lidar+mmwave,True,False,False,C1_privacy_vk;C2_missing_robustness;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HAR\outputs\eval\student_vk_cross_subject_all_combinations.csv,missing_modality,student_vk_cross_subject_all_combinations,acc,0.9306334954483103,vk+lidar+mmwave,True,False,False,C1_privacy_vk;C2_missing_robustness;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HAR\outputs\eval\student_vk_cross_subject_all_combinations.csv,missing_modality,student_vk_cross_subject_all_combinations,macro_f1,0.9306418571397775,vk+lidar+mmwave,True,False,False,C1_privacy_vk;C2_missing_robustness;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HAR\outputs\eval\student_vk_cross_subject_all_combinations.csv,missing_modality,student_vk_cross_subject_all_combinations,params,8606392.0,vk+lidar+mmwave,True,False,False,C1_privacy_vk;C2_missing_robustness;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HAR\outputs\eval\student_vk_cross_subject_all_combinations.csv,missing_modality,student_vk_cross_subject_all_combinations,loss,0.39272126467440144,depth+lidar+mmwave,True,False,False,C1_privacy_vk;C2_missing_robustness;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HAR\outputs\eval\student_vk_cross_subject_all_combinations.csv,missing_modality,student_vk_cross_subject_all_combinations,acc,0.9574292305773787,depth+lidar+mmwave,True,False,False,C1_privacy_vk;C2_missing_robustness;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HAR\outputs\eval\student_vk_cross_subject_all_combinations.csv,missing_modality,student_vk_cross_subject_all_combinations,macro_f1,0.9571177189828999,depth+lidar+mmwave,True,False,False,C1_privacy_vk;C2_missing_robustness;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HAR\outputs\eval\student_vk_cross_subject_all_combinations.csv,missing_modality,student_vk_cross_subject_all_combinations,params,8606392.0,depth+lidar+mmwave,True,False,False,C1_privacy_vk;C2_missing_robustness;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HAR\outputs\eval\student_vk_cross_subject_all_combinations.csv,missing_modality,student_vk_cross_subject_all_combinations,loss,0.3626906109684105,vk+depth+lidar+mmwave,True,False,False,C1_privacy_vk;C2_missing_robustness;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HAR\outputs\eval\student_vk_cross_subject_all_combinations.csv,missing_modality,student_vk_cross_subject_all_combinations,acc,0.9612015213867066,vk+depth+lidar+mmwave,True,False,False,C1_privacy_vk;C2_missing_robustness;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HAR\outputs\eval\student_vk_cross_subject_all_combinations.csv,missing_modality,student_vk_cross_subject_all_combinations,macro_f1,0.9609544499284461,vk+depth+lidar+mmwave,True,False,False,C1_privacy_vk;C2_missing_robustness;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HAR\outputs\eval\student_vk_cross_subject_all_combinations.csv,missing_modality,student_vk_cross_subject_all_combinations,params,8606392.0,vk+depth+lidar+mmwave,True,False,False,C1_privacy_vk;C2_missing_robustness;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HAR\outputs\eval\student_vk_cross_subject_all_combinations.md,missing_modality,student_vk_cross_subject_all_combinations,NA,NA,file,True,False,False,C1_privacy_vk;C2_missing_robustness;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HAR\outputs\eval\student_vk_random_all_combinations.csv,missing_modality,student_vk_random_all_combinations,loss,0.7094707419448394,all_rows_mean,True,False,False,C1_privacy_vk;C2_missing_robustness;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HAR\outputs\eval\student_vk_random_all_combinations.csv,missing_modality,student_vk_random_all_combinations,acc,0.851456956395228,all_rows_mean,True,False,False,C1_privacy_vk;C2_missing_robustness;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HAR\outputs\eval\student_vk_random_all_combinations.csv,missing_modality,student_vk_random_all_combinations,macro_f1,0.8514559732677079,all_rows_mean,True,False,False,C1_privacy_vk;C2_missing_robustness;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HAR\outputs\eval\student_vk_random_all_combinations.csv,missing_modality,student_vk_random_all_combinations,params,8606392.0,all_rows_mean,True,False,False,C1_privacy_vk;C2_missing_robustness;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HAR\outputs\eval\student_vk_random_all_combinations.csv,missing_modality,student_vk_random_all_combinations,loss,1.6521573640942944,vk,True,False,False,C1_privacy_vk;C2_missing_robustness;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HAR\outputs\eval\student_vk_random_all_combinations.csv,missing_modality,student_vk_random_all_combinations,acc,0.6531363012844494,vk,True,False,False,C1_privacy_vk;C2_missing_robustness;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HAR\outputs\eval\student_vk_random_all_combinations.csv,missing_modality,student_vk_random_all_combinations,macro_f1,0.6570399494703009,vk,True,False,False,C1_privacy_vk;C2_missing_robustness;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HAR\outputs\eval\student_vk_random_all_combinations.csv,missing_modality,student_vk_random_all_combinations,params,8606392.0,vk,True,False,False,C1_privacy_vk;C2_missing_robustness;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HAR\outputs\eval\student_vk_random_all_combinations.csv,missing_modality,student_vk_random_all_combinations,loss,0.8458911920093689,depth,True,False,False,C1_privacy_vk;C2_missing_robustness;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HAR\outputs\eval\student_vk_random_all_combinations.csv,missing_modality,student_vk_random_all_combinations,acc,0.8802219728145654,depth,True,False,False,C1_privacy_vk;C2_missing_robustness;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HAR\outputs\eval\student_vk_random_all_combinations.csv,missing_modality,student_vk_random_all_combinations,macro_f1,0.8785817484747452,depth,True,False,False,C1_privacy_vk;C2_missing_robustness;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HAR\outputs\eval\student_vk_random_all_combinations.csv,missing_modality,student_vk_random_all_combinations,params,8606392.0,depth,True,False,False,C1_privacy_vk;C2_missing_robustness;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HAR\outputs\eval\student_vk_random_all_combinations.csv,missing_modality,student_vk_random_all_combinations,loss,2.1931977342697166,lidar,True,False,False,C1_privacy_vk;C2_missing_robustness;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HAR\outputs\eval\student_vk_random_all_combinations.csv,missing_modality,student_vk_random_all_combinations,acc,0.4079685746352413,lidar,True,False,False,C1_privacy_vk;C2_missing_robustness;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HAR\outputs\eval\student_vk_random_all_combinations.csv,missing_modality,student_vk_random_all_combinations,macro_f1,0.40100712548885803,lidar,True,False,False,C1_privacy_vk;C2_missing_robustness;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HAR\outputs\eval\student_vk_random_all_combinations.csv,missing_modality,student_vk_random_all_combinations,params,8606392.0,lidar,True,False,False,C1_privacy_vk;C2_missing_robustness;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HAR\outputs\eval\student_vk_random_all_combinations.csv,missing_modality,student_vk_random_all_combinations,loss,0.6488487265871812,mmwave,True,False,False,C1_privacy_vk;C2_missing_robustness;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HAR\outputs\eval\student_vk_random_all_combinations.csv,missing_modality,student_vk_random_all_combinations,acc,0.8587729143284699,mmwave,True,False,False,C1_privacy_vk;C2_missing_robustness;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HAR\outputs\eval\student_vk_random_all_combinations.csv,missing_modality,student_vk_random_all_combinations,macro_f1,0.860622277089663,mmwave,True,False,False,C1_privacy_vk;C2_missing_robustness;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HAR\outputs\eval\student_vk_random_all_combinations.csv,missing_modality,student_vk_random_all_combinations,params,8606392.0,mmwave,True,False,False,C1_privacy_vk;C2_missing_robustness;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HAR\outputs\eval\student_vk_random_all_combinations.csv,missing_modality,student_vk_random_all_combinations,loss,0.679921863725681,vk+depth,True,False,False,C1_privacy_vk;C2_missing_robustness;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HAR\outputs\eval\student_vk_random_all_combinations.csv,missing_modality,student_vk_random_all_combinations,acc,0.8950929043521636,vk+depth,True,False,False,C1_privacy_vk;C2_missing_robustness;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HAR\outputs\eval\student_vk_random_all_combinations.csv,missing_modality,student_vk_random_all_combinations,macro_f1,0.8936498985975704,vk+depth,True,False,False,C1_privacy_vk;C2_missing_robustness;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HAR\outputs\eval\student_vk_random_all_combinations.csv,missing_modality,student_vk_random_all_combinations,params,8606392.0,vk+depth,True,False,False,C1_privacy_vk;C2_missing_robustness;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HAR\outputs\eval\student_vk_random_all_combinations.csv,missing_modality,student_vk_random_all_combinations,loss,1.3546980934187294,vk+lidar,True,False,False,C1_privacy_vk;C2_missing_robustness;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HAR\outputs\eval\student_vk_random_all_combinations.csv,missing_modality,student_vk_random_all_combinations,acc,0.6854345928420003,vk+lidar,True,False,False,C1_privacy_vk;C2_missing_robustness;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HAR\outputs\eval\student_vk_random_all_combinations.csv,missing_modality,student_vk_random_all_combinations,macro_f1,0.6905393654060578,vk+lidar,True,False,False,C1_privacy_vk;C2_missing_robustness;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HAR\outputs\eval\student_vk_random_all_combinations.csv,missing_modality,student_vk_random_all_combinations,params,8606392.0,vk+lidar,True,False,False,C1_privacy_vk;C2_missing_robustness;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HAR\outputs\eval\student_vk_random_all_combinations.csv,missing_modality,student_vk_random_all_combinations,loss,0.35926588979343704,vk+mmwave,True,False,False,C1_privacy_vk;C2_missing_robustness;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HAR\outputs\eval\student_vk_random_all_combinations.csv,missing_modality,student_vk_random_all_combinations,acc,0.9274847237810201,vk+mmwave,True,False,False,C1_privacy_vk;C2_missing_robustness;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HAR\outputs\eval\student_vk_random_all_combinations.csv,missing_modality,student_vk_random_all_combinations,macro_f1,0.9282096415600161,vk+mmwave,True,False,False,C1_privacy_vk;C2_missing_robustness;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HAR\outputs\eval\student_vk_random_all_combinations.csv,missing_modality,student_vk_random_all_combinations,params,8606392.0,vk+mmwave,True,False,False,C1_privacy_vk;C2_missing_robustness;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HAR\outputs\eval\student_vk_random_all_combinations.csv,missing_modality,student_vk_random_all_combinations,loss,0.7787157402854368,depth+lidar,True,False,False,C1_privacy_vk;C2_missing_robustness;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HAR\outputs\eval\student_vk_random_all_combinations.csv,missing_modality,student_vk_random_all_combinations,acc,0.8851633620152138,depth+lidar,True,False,False,C1_privacy_vk;C2_missing_robustness;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HAR\outputs\eval\student_vk_random_all_combinations.csv,missing_modality,student_vk_random_all_combinations,macro_f1,0.8839207468406973,depth+lidar,True,False,False,C1_privacy_vk;C2_missing_robustness;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HAR\outputs\eval\student_vk_random_all_combinations.csv,missing_modality,student_vk_random_all_combinations,params,8606392.0,depth+lidar,True,False,False,C1_privacy_vk;C2_missing_robustness;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HAR\outputs\eval\student_vk_random_all_combinations.csv,missing_modality,student_vk_random_all_combinations,loss,0.16522132278697071,depth+mmwave,True,False,False,C1_privacy_vk;C2_missing_robustness;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HAR\outputs\eval\student_vk_random_all_combinations.csv,missing_modality,student_vk_random_all_combinations,acc,0.9644905848609552,depth+mmwave,True,False,False,C1_privacy_vk;C2_missing_robustness;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HAR\outputs\eval\student_vk_random_all_combinations.csv,missing_modality,student_vk_random_all_combinations,macro_f1,0.964392670045968,depth+mmwave,True,False,False,C1_privacy_vk;C2_missing_robustness;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HAR\outputs\eval\student_vk_random_all_combinations.csv,missing_modality,student_vk_random_all_combinations,params,8606392.0,depth+mmwave,True,False,False,C1_privacy_vk;C2_missing_robustness;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HAR\outputs\eval\student_vk_random_all_combinations.csv,missing_modality,student_vk_random_all_combinations,loss,0.46222985791410676,lidar+mmwave,True,False,False,C1_privacy_vk;C2_missing_robustness;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HAR\outputs\eval\student_vk_random_all_combinations.csv,missing_modality,student_vk_random_all_combinations,acc,0.8951084923307145,lidar+mmwave,True,False,False,C1_privacy_vk;C2_missing_robustness;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HAR\outputs\eval\student_vk_random_all_combinations.csv,missing_modality,student_vk_random_all_combinations,macro_f1,0.8956560977609562,lidar+mmwave,True,False,False,C1_privacy_vk;C2_missing_robustness;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HAR\outputs\eval\student_vk_random_all_combinations.csv,missing_modality,student_vk_random_all_combinations,params,8606392.0,lidar+mmwave,True,False,False,C1_privacy_vk;C2_missing_robustness;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HAR\outputs\eval\student_vk_random_all_combinations.csv,missing_modality,student_vk_random_all_combinations,loss,0.6605756269592336,vk+depth+lidar,True,False,False,C1_privacy_vk;C2_missing_robustness;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HAR\outputs\eval\student_vk_random_all_combinations.csv,missing_modality,student_vk_random_all_combinations,acc,0.8961528868936276,vk+depth+lidar,True,False,False,C1_privacy_vk;C2_missing_robustness;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HAR\outputs\eval\student_vk_random_all_combinations.csv,missing_modality,student_vk_random_all_combinations,macro_f1,0.8948876671118866,vk+depth+lidar,True,False,False,C1_privacy_vk;C2_missing_robustness;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HAR\outputs\eval\student_vk_random_all_combinations.csv,missing_modality,student_vk_random_all_combinations,params,8606392.0,vk+depth+lidar,True,False,False,C1_privacy_vk;C2_missing_robustness;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HAR\outputs\eval\student_vk_random_all_combinations.csv,missing_modality,student_vk_random_all_combinations,loss,0.1623159114804314,vk+depth+mmwave,True,False,False,C1_privacy_vk;C2_missing_robustness;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HAR\outputs\eval\student_vk_random_all_combinations.csv,missing_modality,student_vk_random_all_combinations,acc,0.9655505674024193,vk+depth+mmwave,True,False,False,C1_privacy_vk;C2_missing_robustness;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HAR\outputs\eval\student_vk_random_all_combinations.csv,missing_modality,student_vk_random_all_combinations,macro_f1,0.9654534589109676,vk+depth+mmwave,True,False,False,C1_privacy_vk;C2_missing_robustness;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HAR\outputs\eval\student_vk_random_all_combinations.csv,missing_modality,student_vk_random_all_combinations,params,8606392.0,vk+depth+mmwave,True,False,False,C1_privacy_vk;C2_missing_robustness;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HAR\outputs\eval\student_vk_random_all_combinations.csv,missing_modality,student_vk_random_all_combinations,loss,0.34981674212181413,vk+lidar+mmwave,True,False,False,C1_privacy_vk;C2_missing_robustness;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HAR\outputs\eval\student_vk_random_all_combinations.csv,missing_modality,student_vk_random_all_combinations,acc,0.9273288439955106,vk+lidar+mmwave,True,False,False,C1_privacy_vk;C2_missing_robustness;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HAR\outputs\eval\student_vk_random_all_combinations.csv,missing_modality,student_vk_random_all_combinations,macro_f1,0.9281219732473109,vk+lidar+mmwave,True,False,False,C1_privacy_vk;C2_missing_robustness;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HAR\outputs\eval\student_vk_random_all_combinations.csv,missing_modality,student_vk_random_all_combinations,params,8606392.0,vk+lidar+mmwave,True,False,False,C1_privacy_vk;C2_missing_robustness;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HAR\outputs\eval\student_vk_random_all_combinations.csv,missing_modality,student_vk_random_all_combinations,loss,0.16708852564985235,depth+lidar+mmwave,True,False,False,C1_privacy_vk;C2_missing_robustness;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HAR\outputs\eval\student_vk_random_all_combinations.csv,missing_modality,student_vk_random_all_combinations,acc,0.9643658810325477,depth+lidar+mmwave,True,False,False,C1_privacy_vk;C2_missing_robustness;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HAR\outputs\eval\student_vk_random_all_combinations.csv,missing_modality,student_vk_random_all_combinations,macro_f1,0.9642763390552818,depth+lidar+mmwave,True,False,False,C1_privacy_vk;C2_missing_robustness;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HAR\outputs\eval\student_vk_random_all_combinations.csv,missing_modality,student_vk_random_all_combinations,params,8606392.0,depth+lidar+mmwave,True,False,False,C1_privacy_vk;C2_missing_robustness;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HAR\outputs\eval\student_vk_random_all_combinations.csv,missing_modality,student_vk_random_all_combinations,loss,0.1621165380763363,vk+depth+lidar+mmwave,True,False,False,C1_privacy_vk;C2_missing_robustness;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HAR\outputs\eval\student_vk_random_all_combinations.csv,missing_modality,student_vk_random_all_combinations,acc,0.9655817433595212,vk+depth+lidar+mmwave,True,False,False,C1_privacy_vk;C2_missing_robustness;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HAR\outputs\eval\student_vk_random_all_combinations.csv,missing_modality,student_vk_random_all_combinations,macro_f1,0.965480639955339,vk+depth+lidar+mmwave,True,False,False,C1_privacy_vk;C2_missing_robustness;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HAR\outputs\eval\student_vk_random_all_combinations.csv,missing_modality,student_vk_random_all_combinations,params,8606392.0,vk+depth+lidar+mmwave,True,False,False,C1_privacy_vk;C2_missing_robustness;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HAR\outputs\eval\student_vk_random_all_combinations.md,missing_modality,student_vk_random_all_combinations,NA,NA,file,True,False,False,C1_privacy_vk;C2_missing_robustness;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HAR\outputs\eval\student_vk_reliability_weights.csv,reliability,student_vk_reliability_weights,sample_id,14699.5,all_rows_mean,True,False,False,C1_privacy_vk;C2_missing_robustness;C3_reliability_fusion;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HAR\outputs\eval\student_vk_reliability_weights.csv,reliability,student_vk_reliability_weights,batch_index,49.5,all_rows_mean,True,False,False,C1_privacy_vk;C2_missing_robustness;C3_reliability_fusion;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HAR\outputs\eval\student_vk_reliability_weights.csv,reliability,student_vk_reliability_weights,sample_index,7.5,all_rows_mean,True,False,False,C1_privacy_vk;C2_missing_robustness;C3_reliability_fusion;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HAR\outputs\eval\student_vk_reliability_weights.csv,reliability,student_vk_reliability_weights,weight,0.46875000287121454,all_rows_mean,True,False,False,C1_privacy_vk;C2_missing_robustness;C3_reliability_fusion;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HAR\outputs\eval\student_vk_reliability_weights.csv,reliability,student_vk_reliability_weights,frame_index,141.459375,all_rows_mean,True,False,False,C1_privacy_vk;C2_missing_robustness;C3_reliability_fusion;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HAR\outputs\eval\teacher_cross_scene_all_combinations.csv,missing_modality,teacher_cross_scene_all_combinations,loss,2.927108853020776,all_rows_mean,True,False,False,C2_missing_robustness;C4_distillation;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HAR\outputs\eval\teacher_cross_scene_all_combinations.csv,missing_modality,teacher_cross_scene_all_combinations,acc,0.6499704867606102,all_rows_mean,True,False,False,C2_missing_robustness;C4_distillation;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HAR\outputs\eval\teacher_cross_scene_all_combinations.csv,missing_modality,teacher_cross_scene_all_combinations,macro_f1,0.6385569970457695,all_rows_mean,True,False,False,C2_missing_robustness;C4_distillation;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HAR\outputs\eval\teacher_cross_scene_all_combinations.csv,missing_modality,teacher_cross_scene_all_combinations,params,8606392.0,all_rows_mean,True,False,False,C2_missing_robustness;C4_distillation;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HAR\outputs\eval\teacher_cross_scene_all_combinations.csv,missing_modality,teacher_cross_scene_all_combinations,loss,8.879861623953369,vk,True,False,False,C2_missing_robustness;C4_distillation;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HAR\outputs\eval\teacher_cross_scene_all_combinations.csv,missing_modality,teacher_cross_scene_all_combinations,acc,0.04439456291308143,vk,True,False,False,C2_missing_robustness;C4_distillation;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HAR\outputs\eval\teacher_cross_scene_all_combinations.csv,missing_modality,teacher_cross_scene_all_combinations,macro_f1,0.007889599719565075,vk,True,False,False,C2_missing_robustness;C4_distillation;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HAR\outputs\eval\teacher_cross_scene_all_combinations.csv,missing_modality,teacher_cross_scene_all_combinations,params,8606392.0,vk,True,False,False,C2_missing_robustness;C4_distillation;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HAR\outputs\eval\teacher_cross_scene_all_combinations.csv,missing_modality,teacher_cross_scene_all_combinations,loss,1.291192017999247,depth,True,False,False,C2_missing_robustness;C4_distillation;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HAR\outputs\eval\teacher_cross_scene_all_combinations.csv,missing_modality,teacher_cross_scene_all_combinations,acc,0.8486220226960968,depth,True,False,False,C2_missing_robustness;C4_distillation;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HAR\outputs\eval\teacher_cross_scene_all_combinations.csv,missing_modality,teacher_cross_scene_all_combinations,macro_f1,0.8446752952770914,depth,True,False,False,C2_missing_robustness;C4_distillation;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HAR\outputs\eval\teacher_cross_scene_all_combinations.csv,missing_modality,teacher_cross_scene_all_combinations,params,8606392.0,depth,True,False,False,C2_missing_robustness;C4_distillation;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HAR\outputs\eval\teacher_cross_scene_all_combinations.csv,missing_modality,teacher_cross_scene_all_combinations,loss,9.196009492639265,lidar,True,False,False,C2_missing_robustness;C4_distillation;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HAR\outputs\eval\teacher_cross_scene_all_combinations.csv,missing_modality,teacher_cross_scene_all_combinations,acc,0.03959346551939145,lidar,True,False,False,C2_missing_robustness;C4_distillation;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HAR\outputs\eval\teacher_cross_scene_all_combinations.csv,missing_modality,teacher_cross_scene_all_combinations,macro_f1,0.015046389048967945,lidar,True,False,False,C2_missing_robustness;C4_distillation;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HAR\outputs\eval\teacher_cross_scene_all_combinations.csv,missing_modality,teacher_cross_scene_all_combinations,params,8606392.0,lidar,True,False,False,C2_missing_robustness;C4_distillation;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HAR\outputs\eval\teacher_cross_scene_all_combinations.csv,missing_modality,teacher_cross_scene_all_combinations,loss,2.4529748359219687,mmwave,True,False,False,C2_missing_robustness;C4_distillation;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HAR\outputs\eval\teacher_cross_scene_all_combinations.csv,missing_modality,teacher_cross_scene_all_combinations,acc,0.6111235814939519,mmwave,True,False,False,C2_missing_robustness;C4_distillation;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HAR\outputs\eval\teacher_cross_scene_all_combinations.csv,missing_modality,teacher_cross_scene_all_combinations,macro_f1,0.5972816472702133,mmwave,True,False,False,C2_missing_robustness;C4_distillation;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HAR\outputs\eval\teacher_cross_scene_all_combinations.csv,missing_modality,teacher_cross_scene_all_combinations,params,8606392.0,mmwave,True,False,False,C2_missing_robustness;C4_distillation;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HAR\outputs\eval\teacher_cross_scene_all_combinations.csv,missing_modality,teacher_cross_scene_all_combinations,loss,1.378218419147616,vk+depth,True,False,False,C2_missing_robustness;C4_distillation;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HAR\outputs\eval\teacher_cross_scene_all_combinations.csv,missing_modality,teacher_cross_scene_all_combinations,acc,0.8521012595086669,vk+depth,True,False,False,C2_missing_robustness;C4_distillation;C5_hpe_har_validation,yes,
E:\Deskbook\Tea\HAR\outputs\eval\teacher_cross_scene_all_combinations.csv,missing_modality,teacher_cross_scene_all_combinations,macro_f1,0.8496861554560533,vk+depth,True,False,False,C2_missing_robustness;C4_distillation;C5_hpe_har_validation,yes,
